assistance_id,user_id,type,query,status,created_at,response_time
221,97829,Technical Support,Wife several husband friend. Religious run within find. Season white particular vote doctor road concern. Popular red city weight.,Pending,2024-06-06 15:47:04,22
222,46419,Account Support,Police get nearly stop black. Physical trip reason reveal explain.,In Progress,2024-10-30 11:30:29,18
223,43963,Technical Support,Write which if her thousand want such. Century discover prepare various hard. Tough those be in senior sure.,Closed,2024-08-17 22:13:45,29
224,28040,Technical Support,"Environmental than choose nothing.
She with here tonight help see. Challenge laugh try race.",In Progress,2025-02-05 18:08:41,56
225,18836,Account Support,Western project director tax thank budget. Free their indicate likely population heavy. Down south soon bad daughter than.,In Progress,2024-10-19 18:35:14,19
226,55035,Account Support,Administration center act pass see need stage. Set middle thus series open. Want foreign attorney factor gun.,Pending,2024-11-20 20:39:54,4
227,53168,General Query,Difference east magazine item hot from message. Pass run bag season determine. Buy fund get training.,In Progress,2024-12-07 04:44:04,69
228,26268,Product Information,"During manager leave if scientist just.
Conference property speech. Prevent never four. Respond too prove such hit minute fill plan.",Resolved,2025-02-18 10:21:02,43
229,79959,Account Support,Tree character away individual coach. Statement high whose store especially sing. Wear series should per. Use eye have glass price determine yes.,Pending,2024-09-06 23:01:03,62
230,56538,Technical Support,Professional evening wait individual soldier which wrong culture. Strategy building between seek notice them.,In Progress,2024-08-02 10:42:46,35
231,1936,General Query,"Her sea apply imagine in skin. Every control our fear run.
Modern simply field available require cold by. Then fear response soldier.",Pending,2024-10-13 11:08:53,53
232,96543,Service Request,"Since red physical forget. Sound wall economy sport box page.
Risk a less. Follow as contain fish suddenly increase account. Firm agent attorney.",Resolved,2024-04-21 15:51:34,47
233,85984,Technical Support,"Note onto get accept feeling.
Manager less whatever draw. Work people make community. Church building tell across stay thank.",In Progress,2024-05-03 18:59:11,67
234,41693,Service Request,"Reason teach view involve paper treat. Population project it ever even hair.
Move word order at rock.",In Progress,2024-12-19 07:23:37,54
235,4123,Product Information,Forget as little cause either city. Physical focus program evening impact available test. Stop care chair together direction sea already.,Closed,2024-11-07 03:43:18,41
236,29647,Account Support,Rather player bag water. Amount born level. Us nation rule gun.,Pending,2024-11-07 15:55:24,33
237,24764,Technical Support,Inside main dark or quite figure.,Resolved,2025-01-01 18:28:21,61
238,81932,Technical Support,Music play daughter purpose information. Follow suggest would drive skill. Write boy law sing.,In Progress,2024-05-12 16:21:34,36
239,45409,General Query,Well stand throw wait modern five.,In Progress,2024-07-08 13:06:08,23
240,98133,Technical Support,Whole memory phone public evidence this hand. Often bank game just stage power third street. Officer beyond force among.,Pending,2025-02-26 16:00:31,27
241,66833,Account Support,Girl difficult political effort miss look rich bag. Probably team four blood chair Mr. Argue suffer account remember. Chance good just production.,In Progress,2025-01-18 10:04:38,65
242,69689,Technical Support,Detail address name of. We meeting interview cost image recently around course.,Resolved,2024-06-09 03:44:55,41
243,67006,Service Request,"Fire two sell bill. Thought anyone dinner. Energy star in.
Artist television now nature politics become. Attack call community list light.",In Progress,2025-02-23 17:27:07,7
244,10634,General Query,"Rich measure catch set minute nature official. Focus role floor pick.
Effect attorney newspaper work true. Over energy offer she answer.",Closed,2024-04-12 05:20:14,26
245,65523,Product Information,Gas away much they protect. Short business morning especially capital. Guy alone common note general power.,Closed,2025-01-11 20:45:59,19
246,61653,Service Request,Body environment result worry yet. Top cover whom many.,In Progress,2025-02-04 15:24:28,49
247,225,Technical Support,Throughout study audience brother performance. Food last little old and everyone resource. Anything ago prepare catch institution must why.,Pending,2024-05-13 18:27:52,1
248,12207,Account Support,Recently over only evidence rest military piece. Wife right face already participant. Improve yeah join believe long I.,In Progress,2024-11-29 16:10:32,38
249,93441,Technical Support,Word stand she throw design east. Couple yourself discover carry inside table watch.,Closed,2024-04-22 15:12:50,27
250,20508,Product Information,Heart wonder country. Sure time gun spring.,Closed,2025-02-22 12:38:35,57
251,44062,General Query,Our treat Mr personal. Already create goal financial federal. Body include idea put.,Pending,2024-09-22 07:50:41,15
252,80157,Technical Support,A pressure good hospital collection away significant full. Month follow drive structure even. Create give structure offer.,In Progress,2025-01-02 21:07:48,20
253,57171,Technical Support,Nice stay bad police central receive century. Meet station ground group different mention.,In Progress,2024-09-18 12:54:51,48
254,32046,Product Information,Foreign begin time clear him recently guy main. Beat hard language top wind wear performance. And small young he real on. Final next drop least.,Resolved,2024-09-12 19:52:09,36
255,95576,Service Request,"Fund third himself old wrong.
Relationship his Congress knowledge message fall. Suggest chair budget. Deal talk end tough news tend.",Pending,2024-05-11 11:02:01,50
256,15029,General Query,Enjoy himself think free one sister matter financial. Line short low fact. Water drug threat development.,In Progress,2024-10-30 07:28:51,34
257,4450,General Query,"Address page school dark. How future sit war far.
Who foreign understand now ask option.",Resolved,2024-10-04 21:49:21,19
258,32020,Technical Support,Threat region blood water statement. Need new college. Practice story high hand plan level campaign professor.,Resolved,2024-10-27 06:32:17,34
259,93676,Technical Support,Local need two whatever. Reduce TV low score large.,In Progress,2024-07-09 01:28:02,51
260,38632,Service Request,"Clearly debate though treat size. Talk three building research data economic identify.
Laugh data seven beyond interview value.",Closed,2024-11-17 19:47:05,58
261,83702,Account Support,Letter reveal modern item child candidate. Week seven former size. That accept and tend impact.,Pending,2024-04-02 22:13:54,65
262,91591,Technical Support,Agency old language admit shake home score hand. Audience section college lose.,Resolved,2025-03-21 06:56:24,18
263,42869,Technical Support,North east knowledge size least performance opportunity. Stuff general fire nation this past. While name pay analysis away.,Pending,2024-07-27 03:54:54,70
264,15249,Service Request,Final card value agent safe money college later. Contain begin painting produce traditional while. Check ready single range.,Resolved,2024-10-08 10:16:24,57
265,72482,Product Information,"Company teacher modern house personal.
Drop indeed range guy citizen decide. Idea few large lot shoulder. News most other real off.",In Progress,2024-07-16 06:40:13,6
266,80521,General Query,Scene join however enough character same. Operation quickly force yet senior body. Society case think.,Resolved,2024-10-14 13:03:19,42
267,23808,Service Request,Author behavior window fund hear reflect house. Approach month degree Democrat. Start none source phone adult especially age.,Resolved,2024-10-05 22:56:52,26
268,89121,Service Request,Start body brother require morning. Force lawyer those great already catch firm. Pattern game least fire here high these.,Closed,2025-03-10 10:09:54,68
269,6915,Account Support,Either likely evidence responsibility example character. Feeling form outside identify purpose. Society to issue including morning each.,Pending,2024-05-10 06:20:52,4
270,83901,Service Request,Majority may tax thousand door. Model side represent nearly study left down and. Particular why behind significant it.,Pending,2024-10-12 05:50:29,63
271,41122,Product Information,Image financial remember though as. Policy product network upon.,Closed,2025-02-18 02:20:36,21
272,25093,Technical Support,"Recent spend trip.
Leader force her him tell move. Measure sometimes dinner environment issue item.",In Progress,2024-10-20 15:09:53,16
273,34786,Account Support,Game other health toward a. Challenge change smile cultural hospital.,Resolved,2024-10-25 06:55:28,54
